"","Project","Location","UTM_Zone","Easting","Northing","DateStart","DateLastWorking","CameraWorking","Month","Year"
"454","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2013-03-23,2013-04-13,"Yes",3,2013
"455","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2013-04-13,2013-05-04,"Yes",4,2013
"456","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2013-05-04,2013-05-28,"Yes",5,2013
"457","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2013-05-28,2013-06-17,"Yes",5,2013
"458","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2013-06-17,2013-07-06,"Yes",6,2013
"459","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2013-07-06,2013-07-27,"Yes",7,2013
"460","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2013-07-27,2013-08-17,"Yes",7,2013
"461","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2013-08-17,2013-09-07,"Yes",8,2013
"462","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2013-09-07,2013-09-28,"Yes",9,2013
"463","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2013-09-28,2013-10-19,"Yes",9,2013
"464","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2013-10-19,2013-11-09,"Yes",10,2013
"465","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2013-11-09,2013-11-30,"Yes",11,2013
"466","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2013-11-30,2013-12-23,"Yes",11,2013
"467","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2013-12-23,2014-01-11,"Yes",12,2013
"468","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2014-01-11,2014-02-15,"Yes",1,2014
"469","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2014-02-15,2014-03-08,"Yes",2,2014
"470","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2014-03-08,2014-03-29,"Yes",3,2014
"471","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2014-03-29,2014-04-21,"Yes",3,2014
"472","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2014-04-21,2014-05-12,"Yes",4,2014
"473","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2014-05-12,2014-05-31,"Yes",5,2014
"474","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2014-05-31,2014-06-21,"Yes",5,2014
"475","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2014-06-21,2014-07-12,"Yes",6,2014
"476","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2014-07-12,2014-09-13,"Yes",7,2014
"477","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2014-09-13,2014-10-04,"Yes",9,2014
"478","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2014-10-04,2014-10-24,"Yes",10,2014
"479","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2014-10-24,2014-11-15,"Yes",10,2014
"480","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2014-11-15,2014-12-06,"Yes",11,2014
"481","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2014-12-06,2014-12-31,"Yes",12,2014
"482","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2014-12-31,2015-01-19,"Yes",12,2014
"483","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2015-01-19,2015-02-09,"Yes",1,2015
"484","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2015-02-09,2015-03-01,"Yes",2,2015
"485","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2015-03-01,2015-03-23,"Yes",3,2015
"486","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2015-03-23,2015-04-12,"Yes",3,2015
"487","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2015-04-12,2015-05-10,"Yes",4,2015
"488","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2015-05-10,2015-06-08,"Yes",5,2015
"489","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2015-06-08,2015-07-06,"Yes",6,2015
"490","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2015-07-06,2015-08-15,"Yes",7,2015
"491","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2015-08-15,2015-09-15,"Yes",8,2015
"492","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2015-09-15,2015-10-11,"Yes",9,2015
"493","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2015-10-11,2015-11-10,"Yes",10,2015
"494","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2015-11-10,2015-12-14,"Yes",11,2015
"495","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2015-12-14,2016-01-07,"Yes",12,2015
"496","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2016-01-07,2016-02-09,"Yes",1,2016
"497","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2016-02-09,2016-03-16,"Yes",2,2016
"498","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2016-03-16,2016-04-11,"Yes",3,2016
"499","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2016-04-11,2016-05-11,"Yes",4,2016
"500","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2016-05-11,2016-06-13,"Yes",5,2016
"501","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2016-06-13,2016-07-08,"Yes",6,2016
"502","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2016-07-08,2016-08-09,"Yes",7,2016
"503","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2016-08-09,2016-09-12,"Yes",8,2016
"504","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2016-09-12,2016-10-11,"Yes",9,2016
"505","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2016-10-11,2016-11-16,"Yes",10,2016
"506","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2016-11-16,2016-12-13,"Yes",11,2016
"507","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2016-12-13,2016-12-15,"No",12,2016
"508","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2017-01-03,2017-01-10,"No",1,2017
"509","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2017-02-13,2017-03-14,"Yes",2,2017
"510","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2017-03-14,2017-04-04,"Yes",3,2017
"511","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2017-04-04,2017-05-08,"Yes",4,2017
"512","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2017-05-08,2017-06-13,"Yes",5,2017
"513","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2017-06-13,2017-07-10,"Yes",6,2017
"514","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2017-07-10,2017-08-14,"Yes",7,2017
"515","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2017-08-14,2017-09-11,"Yes",8,2017
"516","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2017-09-11,2017-10-11,"Yes",9,2017
"517","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2017-10-11,2017-11-14,"Yes",10,2017
"518","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2017-11-14,2017-12-11,"Yes",11,2017
"519","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2017-12-11,2017-12-25,"No",12,2017
"520","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2018-01-08,2018-02-12,"Yes",1,2018
"521","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2018-02-12,2018-02-28,"No",2,2018
"522","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2018-03-12,2018-04-09,"Yes",3,2018
"523","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2018-04-09,2018-05-18,"Yes",4,2018
"524","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2018-05-18,2018-06-12,"Yes",5,2018
"525","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2018-06-12,2018-07-11,"Yes",6,2018
"526","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2018-07-11,2018-07-23,"No",7,2018
"527","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2018-08-16,2018-09-07,"Yes",8,2018
"528","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2018-09-07,2018-10-10,"Yes",9,2018
"529","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2018-10-10,2018-11-15,"Yes",10,2018
"530","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2018-11-15,2018-12-10,"Yes",11,2018
"531","Wildlife Crossing Structures","Stewart Creek Underpass","11","619398","5656548",2018-12-10,2018-12-28,"No",12,2018
"532","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2008-09-24,2009-07-14,"Yes",9,2008
"533","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2009-07-14,2009-07-14,"No",7,2009
"534","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2009-08-31,2010-01-07,"Yes",8,2009
"535","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2010-01-07,2010-01-07,"No",1,2010
"536","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2010-01-26,2010-02-16,"Yes",1,2010
"537","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2010-02-16,2011-11-07,"-1",2,2010
"538","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2011-11-07,2011-11-28,"Yes",11,2011
"539","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2011-11-28,2011-12-19,"Yes",11,2011
"540","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2011-12-19,2012-01-09,"Yes",12,2011
"541","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2012-01-09,2012-01-28,"Yes",1,2012
"542","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2012-01-28,2012-02-21,"Yes",1,2012
"543","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2012-02-21,2012-02-12,"Yes",2,2012
"544","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2012-03-12,2012-04-02,"Yes",3,2012
"545","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2012-04-02,2012-04-21,"Yes",4,2012
"546","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2012-04-21,2012-05-14,"Yes",4,2012
"547","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2012-05-14,2012-06-04,"Yes",5,2012
"548","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2012-06-04,2012-06-28,"Yes",6,2012
"549","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2012-06-28,2012-07-14,"Yes",6,2012
"550","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2012-07-14,2012-08-06,"Yes",7,2012
"551","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2012-08-06,2012-08-27,"Yes",8,2012
"552","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2012-08-27,2012-09-17,"Yes",8,2012
"553","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2012-09-17,2012-10-08,"Yes",9,2012
"554","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2012-10-08,2012-10-29,"Yes",10,2012
"555","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2012-10-29,2012-11-17,"Yes",10,2012
"556","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2012-11-17,2012-12-08,"Yes",11,2012
"557","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2012-12-08,2012-12-29,"Yes",12,2012
"558","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2012-12-29,2013-01-19,"Yes",12,2012
"559","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2013-01-19,2013-02-09,"Yes",1,2013
"560","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2013-02-09,2013-03-02,"Yes",2,2013
"561","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2013-03-02,2013-03-23,"Yes",3,2013
"562","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2013-03-23,2013-04-13,"Yes",3,2013
"563","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2013-04-13,2013-05-04,"Yes",4,2013
"564","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2013-05-04,2013-05-30,"Yes",5,2013
"565","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2013-05-30,2013-06-17,"Yes",5,2013
"566","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2013-06-17,2013-07-06,"Yes",6,2013
"567","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2013-07-06,2013-07-27,"Yes",7,2013
"568","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2013-07-27,2013-08-17,"Yes",7,2013
"569","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2013-08-17,2013-09-07,"Yes",8,2013
"570","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2013-09-07,2013-09-28,"Yes",9,2013
"571","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2013-09-28,2013-10-21,"Yes",9,2013
"572","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2013-10-21,2013-11-09,"Yes",10,2013
"573","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2013-11-09,2013-11-30,"Yes",11,2013
"574","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2013-11-30,2013-12-23,"Yes",11,2013
"575","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2013-12-23,2014-01-11,"Yes",12,2013
"576","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2014-01-11,2014-02-01,"Yes",1,2014
"577","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2014-02-15,2014-03-08,"Yes",2,2014
"578","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2014-03-08,2014-03-29,"Yes",3,2014
"579","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2014-03-29,2014-04-21,"Yes",3,2014
"580","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2014-04-21,2014-05-12,"Yes",4,2014
"581","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2014-05-12,2014-05-31,"Yes",5,2014
"582","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2014-05-31,2014-06-21,"Yes",5,2014
"583","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2014-06-21,2014-07-12,"Yes",6,2014
"584","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2014-07-12,2014-08-04,"Yes",7,2014
"585","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2014-08-04,2014-08-23,"Yes",8,2014
"586","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2014-08-23,2014-09-13,"Yes",8,2014
"587","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2014-09-13,2014-10-04,"Yes",9,2014
"588","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2014-10-04,2014-10-24,"Yes",10,2014
"589","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2014-10-24,2014-11-15,"Yes",10,2014
"590","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2014-11-15,2014-12-06,"Yes",11,2014
"591","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2014-12-06,2014-12-31,"Yes",12,2014
"592","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2014-12-31,2015-01-19,"Yes",12,2014
"593","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2015-01-19,2015-02-09,"Yes",1,2015
"594","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2015-02-09,2015-03-01,"Yes",2,2015
"595","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2015-03-01,2015-03-23,"Yes",3,2015
"596","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2015-03-23,2015-04-12,"Yes",3,2015
"597","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2015-04-12,2015-05-10,"Yes",4,2015
"598","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2015-05-10,2015-06-08,"Yes",5,2015
"599","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2015-06-08,2015-07-06,"Yes",6,2015
"600","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2015-07-06,2015-08-10,"Yes",7,2015
"601","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2015-08-10,2015-09-15,"Yes",8,2015
"602","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2015-09-15,2015-10-11,"Yes",9,2015
"603","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2015-10-11,2015-11-10,"Yes",10,2015
"604","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2015-11-10,2015-12-14,"Yes",11,2015
"605","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2015-12-14,2016-01-07,"Yes",12,2015
"606","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2016-01-07,2016-02-09,"Yes",1,2016
"607","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2016-02-09,2016-03-16,"Yes",2,2016
"608","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2016-03-16,2016-04-11,"Yes",3,2016
"609","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2016-04-11,2016-05-11,"Yes",4,2016
"610","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2016-05-11,2016-06-13,"Yes",5,2016
"611","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2016-06-13,2016-08-08,"Yes",6,2016
"612","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2016-08-08,2016-09-12,"Yes",8,2016
"613","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2016-09-12,2016-10-11,"Yes",9,2016
"614","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2016-10-11,2016-11-16,"Yes",10,2016
"615","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2016-11-16,2016-12-13,"Yes",11,2016
"616","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2016-12-13,2016-12-15,"No",12,2016
"617","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2017-01-03,2017-02-13,"Yes",1,2017
"618","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2017-02-13,2017-03-14,"Yes",2,2017
"619","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2017-03-14,2017-04-04,"Yes",3,2017
"620","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2017-04-04,2017-05-08,"Yes",4,2017
"621","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2017-05-08,2017-06-13,"Yes",5,2017
"622","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2017-06-13,2017-07-10,"Yes",6,2017
"623","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2017-07-10,2017-08-07,"No",7,2017
"624","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2017-08-14,2017-09-11,"No",8,2017
"625","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2017-09-11,2017-10-11,"Yes",9,2017
"626","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2017-10-11,2017-11-14,"Yes",10,2017
"627","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2017-11-14,2017-12-11,"Yes",11,2017
"628","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2017-12-11,2017-12-29,"No",12,2017
"629","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2018-01-08,2018-01-10,"No",1,2018
"630","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2018-02-12,2018-03-12,"Yes",2,2018
"631","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2018-03-12,2018-04-09,"Yes",3,2018
"632","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2018-04-09,2018-05-18,"Yes",4,2018
"633","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2018-05-18,2018-06-12,"Yes",5,2018
"634","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2018-06-12,2018-07-11,"Yes",6,2018
"635","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2018-07-11,2018-08-16,"Yes",7,2018
"636","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2018-08-16,2018-09-07,"Yes",8,2018
"637","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2018-09-07,2018-10-10,"Yes",9,2018
"638","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2018-10-10,2018-11-15,"Yes",10,2018
"639","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2018-11-15,2018-12-10,"Yes",11,2018
"640","Wildlife Crossing Structures","Deadmans South Jumpout","11","622037","5655523",2018-12-10,2019-01-07,"Yes",12,2018
"641","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2008-09-24,2009-09-22,"Yes",9,2008
"642","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2009-09-22,2009-09-22,"No",9,2009
"643","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2009-10-12,2010-02-16,"Yes",10,2009
"644","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2010-02-16,2011-07-25,"-1",2,2010
"645","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2011-07-25,2011-08-14,"No",7,2011
"646","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2011-08-15,2011-09-05,"Yes",8,2011
"647","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2011-09-05,2011-09-26,"Yes",9,2011
"648","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2011-09-26,2011-10-17,"Yes",9,2011
"649","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2011-10-17,2011-11-07,"Yes",10,2011
"650","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2011-11-07,2011-11-28,"Yes",11,2011
"651","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2011-11-28,2011-12-22,"Yes",11,2011
"652","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2011-12-22,2012-01-09,"Yes",12,2011
"653","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2012-01-09,2012-01-16,"No",1,2012
"654","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2012-01-28,2012-02-21,"Yes",1,2012
"655","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2012-02-21,2012-03-12,"Yes",2,2012
"656","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2012-03-12,2012-04-02,"Yes",3,2012
"657","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2012-04-02,2012-04-21,"Yes",4,2012
"658","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2012-04-21,2012-05-14,"Yes",4,2012
"659","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2012-05-14,2012-06-04,"Yes",5,2012
"660","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2012-06-04,2012-06-28,"Yes",6,2012
"661","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2012-06-28,2012-07-14,"Yes",6,2012
"662","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2012-07-14,2012-08-06,"Yes",7,2012
"663","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2012-08-06,2012-08-27,"Yes",8,2012
"664","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2012-08-27,2012-09-17,"Yes",8,2012
"665","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2012-09-17,2012-10-08,"Yes",9,2012
"666","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2012-10-08,2012-10-29,"Yes",10,2012
"667","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2012-10-29,2012-11-17,"Yes",10,2012
"668","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2012-11-17,2012-12-08,"Yes",11,2012
"669","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2012-12-08,2012-12-29,"Yes",12,2012
"670","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2012-12-29,2013-01-19,"Yes",12,2012
"671","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2013-01-19,2013-02-09,"Yes",1,2013
"672","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2013-02-09,2013-03-02,"Yes",2,2013
"673","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2013-03-02,2013-03-23,"Yes",3,2013
"674","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2013-03-23,2013-04-13,"Yes",3,2013
"675","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2013-04-13,2013-05-04,"Yes",4,2013
"676","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2013-05-04,2013-05-30,"Yes",5,2013
"677","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2013-05-30,2013-06-17,"Yes",5,2013
"678","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2013-06-17,2013-07-06,"Yes",6,2013
"679","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2013-07-06,2013-07-27,"Yes",7,2013
"680","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2013-07-27,2013-08-17,"Yes",7,2013
"681","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2013-08-17,2013-09-07,"Yes",8,2013
"682","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2013-09-07,2013-09-28,"Yes",9,2013
